sample_id,split
9996_0001_077421,train
9996_0001_080239,train
9996_0001_080556,train
9996_0001_081338,train
9996_0001_082786,train
9996_0001_086773,train
9996_0001_101811,train
9996_0001_106568,train
9996_0001_106860,train
9996_0001_109743,train
9996_0001_007074,train
9996_0001_014059,train
9996_0001_023934,train
9996_0001_027846,train
9996_0001_037324,train
9996_0001_040652,train
9996_0001_050942,val
9996_0001_065529,train
9996_0001_070516,train
9996_0001_080163,train
9996_0001_082995,train
9996_0001_087657,train
9996_0001_092936,train
9996_0001_100657,train
9996_0001_110045,train
9996_0001_111807,train
9996_0001_118540,train
9996_0001_002181,train
9996_0001_006682,val
9996_0001_016311,val
9996_0001_016886,train
9996_0001_019775,train
9996_0001_033279,train
9996_0001_048275,val
9996_0001_048294,val
9996_0001_062910,train
9996_0001_072166,train
9996_0001_075632,train
9996_0001_081410,train
9996_0001_083116,train
9996_0001_085526,train
9996_0001_093172,train
9996_0001_111936,train
9996_0001_114314,train
9996_0001_003812,train
9996_0001_008961,train
9996_0001_011285,val
9996_0001_016416,val
9996_0001_021020,train
9996_0001_027830,train
9996_0001_032976,train
9996_0001_041823,train
9996_0001_054356,train
9996_0001_064888,train
9996_0001_076229,train
9996_0001_083691,train
9996_0001_089415,train
9996_0001_094064,train
9996_0001_098207,train
9996_0001_100066,train
9996_0001_102976,train
9996_0001_103511,train
9996_0001_107425,train
9996_0001_111226,train
9996_0001_002355,train
9996_0001_003041,train
9996_0001_014163,val
9996_0001_015809,train
9996_0001_018788,val
9996_0001_022911,train
9996_0001_046114,train
9996_0001_053069,train
9996_0001_055983,train
9996_0001_059074,train
9996_0001_064772,train
9996_0001_077006,train
9996_0001_077712,train
9996_0001_081452,train
9996_0001_085414,train
9996_0001_087098,train
9996_0001_089235,train
9996_0001_092737,train
9996_0001_098314,train
9996_0001_114555,train
9996_0001_003315,train
9996_0001_010321,val
9996_0001_012106,train
9996_0001_022828,train
9996_0001_033020,train
9996_0001_070840,train
9996_0001_074256,train
9996_0001_078863,train
9996_0001_080190,train
9996_0001_094994,train
9996_0001_095118,train
9996_0001_095762,train
9996_0001_103009,train
9996_0001_108543,train
9996_0001_111538,train
9996_0001_117857,train
9996_0001_119138,train
9996_0001_000379,train
9996_0001_001255,val
9996_0001_020102,train
9996_0001_062401,train
9996_0001_066345,train
9996_0001_073457,train
9996_0001_074140,train
9996_0001_080722,train
9996_0001_082447,train
9996_0001_083832,train
9996_0001_087198,train
9996_0001_092042,train
9996_0001_094946,train
9996_0001_098470,train
9996_0001_101112,train
9996_0001_109926,train
9996_0001_112181,train
9996_0001_113886,train
9996_0001_114183,train
9996_0001_118898,train
9996_0001_119118,train
9996_0001_009609,train
9996_0001_011853,train
9996_0001_014953,val
9996_0001_045989,train
9996_0001_058066,train
9996_0001_068378,train
9996_0001_072368,train
9996_0001_076176,train
9996_0001_077082,train
9996_0001_080280,train
9996_0001_082472,train
9996_0001_090387,train
9996_0001_094548,train
9996_0001_111872,train
9996_0001_116557,train
9996_0001_009695,train
9996_0001_010316,train
9996_0001_018301,val
9996_0001_028046,train
9996_0001_040589,train
9996_0001_057726,train
9996_0001_058508,train
9996_0001_074419,train
9996_0001_079600,train
9996_0001_080970,train
9996_0001_096296,train
9996_0001_102091,train
9996_0001_013505,train
9996_0001_017385,train
9996_0001_018417,train
9996_0001_023337,train
9996_0001_027191,train
9996_0001_027758,train
9996_0001_028501,train
9996_0001_033266,train
9996_0001_036776,train
9996_0001_047079,train
9996_0001_047177,train
9996_0001_047178,val
9996_0001_048612,train
9996_0001_058511,train
9996_0001_060210,train
9996_0001_062792,train
9996_0001_069553,train
9996_0001_078947,train
9996_0001_080663,train
9996_0001_084681,train
9996_0001_086990,train
9996_0001_089605,train
9996_0001_100559,train
9996_0001_112882,train
9996_0001_112951,train
9996_0001_005201,val
9996_0001_005636,val
9996_0001_006386,val
9996_0001_016080,val
9996_0001_019539,train
9996_0001_027183,train
9996_0001_031385,train
9996_0001_052618,train
9996_0001_054660,train
9996_0001_056421,train
9996_0001_060275,train
9996_0001_066699,train
9996_0001_071540,train
9996_0001_096217,train
9996_0001_099059,train
9996_0001_103370,train
9996_0001_103686,train
9996_0001_104418,train
9996_0001_000672,val
9996_0001_005512,val
9996_0001_026864,train
9996_0001_048450,val
9996_0001_050413,val
9996_0001_052232,train
9996_0001_060251,train
9996_0001_063994,train
9996_0001_076339,train
9996_0001_087285,train
9996_0001_091241,train
9996_0001_094336,train
9996_0001_097452,train
9996_0001_099058,train
9996_0001_102275,train
9996_0001_102534,train
9996_0001_108445,train
9996_0001_114102,train
9996_0001_117173,train
9996_0001_002483,val
9996_0001_011663,train
9996_0001_036712,train
9996_0001_036832,train
9996_0001_048342,val
9996_0001_057942,train
9996_0001_062782,train
9996_0001_066118,train
9996_0001_077703,train
9996_0001_080976,train
9996_0001_100102,train
9996_0001_102921,train
9996_0001_106195,train
9996_0001_112841,train
9996_0001_118034,train
9996_0001_000138,val
9996_0001_002776,val
9996_0001_009098,val
9996_0001_012325,train
9996_0001_015858,train
9996_0001_018111,val
9996_0001_027362,train
9996_0001_031497,train
9996_0001_051222,train
9996_0001_054742,train
9996_0001_059633,train
9996_0001_067884,train
9996_0001_078385,train
9996_0001_081156,train
9996_0001_099792,train
9996_0001_105002,train
9996_0001_105590,train
9996_0001_105992,train
9996_0001_110592,train
9996_0001_000361,val
9996_0001_003066,train
9996_0001_005762,val
9996_0001_012637,train
9996_0001_013458,train
9996_0001_023352,train
9996_0001_028785,train
9996_0001_032451,train
9996_0001_041352,train
9996_0001_047993,train
9996_0001_048118,val
9996_0001_050583,val
9996_0001_051557,train
9996_0001_055077,train
9996_0001_057839,train
9996_0001_060357,train
9996_0001_069183,train
9996_0001_072877,train
9996_0001_080170,train
9996_0001_083626,train
9996_0001_086207,train
9996_0001_090891,train
9996_0001_093757,train
9996_0001_108549,train
9996_0001_002463,val
9996_0001_007822,train
9996_0001_011561,train
9996_0001_019295,train
9996_0001_020449,train
9996_0001_022541,train
9996_0001_032709,train
9996_0001_040868,train
9996_0001_045573,train
9996_0001_046178,train
9996_0001_053338,train
9996_0001_065109,train
9996_0001_065709,train
9996_0001_111680,train
9996_0001_012266,train
9996_0001_013822,train
9996_0001_021644,train
9996_0001_037598,train
9996_0001_050436,val
9996_0001_056500,train
9996_0001_058251,train
9996_0001_065077,train
9996_0001_068917,train
9996_0001_076597,train
9996_0001_081926,train
9996_0001_085462,train
9996_0001_087233,train
9996_0001_090515,train
9996_0001_094054,train
9996_0001_104675,train
9996_0001_105291,train
9996_0001_108928,train
9996_0001_111824,train
9996_0001_112032,train
9996_0001_006975,val
9996_0001_009036,train
9996_0001_016719,train
9996_0001_016767,train
9996_0001_018776,val
9996_0001_023577,train
9996_0001_031578,train
9996_0001_036044,train
9996_0001_046548,val
9996_0001_060554,train
9996_0001_063116,train
9996_0001_063891,train
9996_0001_070645,train
9996_0001_075082,train
9996_0001_075503,train
9996_0001_078977,train
9996_0001_091684,train
9996_0001_092498,train
9996_0001_094582,train
9996_0001_096084,train
9996_0001_098608,train
9996_0001_108409,train
9996_0001_110279,train
9996_0001_116577,train
9996_0001_117928,train
9996_0001_000780,val
9996_0001_012363,train
9996_0001_015446,train
9996_0001_015475,train
9996_0001_015909,train
9996_0001_019609,train
9996_0001_026960,train
9996_0001_028692,train
9996_0001_054690,train
9996_0001_070589,train
9996_0001_073926,train
9996_0001_078042,train
9996_0001_080406,train
9996_0001_083330,train
9996_0001_086067,train
9996_0001_091218,train
9996_0001_098602,train
9996_0001_103356,train
9996_0001_104365,train
9996_0001_005553,train
9996_0001_007618,train
9996_0001_008376,train
9996_0001_015034,train
9996_0001_031368,train
9996_0001_032341,train
9996_0001_035971,train
9996_0001_047371,val
9996_0001_051998,train
9996_0001_062887,train
9996_0001_065695,train
9996_0001_067721,train
9996_0001_079988,train
9996_0001_083811,train
9996_0001_084173,train
9996_0001_085222,train
9996_0001_105258,train
9996_0001_107381,train
9996_0001_000084,val
9996_0001_000223,val
9996_0001_001226,train
9996_0001_002617,train
9996_0001_005062,val
9996_0001_020033,train
9996_0001_031713,train
9996_0001_052465,train
9996_0001_052695,train
9996_0001_083930,train
9996_0001_097562,train
9996_0001_102044,train
9996_0001_103270,train
9996_0001_108933,train
9996_0001_113081,train
9996_0001_113768,train
9996_0001_113876,train
9996_0001_116644,train
9996_0001_116943,train
9996_0001_117937,train
9996_0001_000684,val
9996_0001_004760,val
9996_0001_009159,train
9996_0001_010523,val
9996_0001_012238,train
9996_0001_031539,train
9996_0001_032320,train
9996_0001_036285,train
9996_0001_040643,train
9996_0001_045658,train
9996_0001_057776,train
9996_0001_059276,train
9996_0001_061579,train
9996_0001_069484,train
9996_0001_075739,train
9996_0001_084789,train
9996_0001_100729,train
9996_0001_104352,train
9996_0001_105653,train
9996_0001_109655,train
9996_0001_113042,train
9996_0001_001364,val
9996_0001_005963,val
9996_0001_019648,train
9996_0001_023663,train
9996_0001_032710,train
9996_0001_045472,train
9996_0001_055130,train
9996_0001_063990,train
9996_0001_068452,train
9996_0001_069356,train
9996_0001_069539,train
9996_0001_073550,train
9996_0001_078206,train
9996_0001_079168,train
9996_0001_082990,train
9996_0001_095974,train
9996_0001_007252,val
9996_0001_011626,train
9996_0001_027327,train
9996_0001_050372,val
9996_0001_053356,train
9996_0001_053436,train
9996_0001_058934,train
9996_0001_082735,train
9996_0001_082858,train
9996_0001_084338,train
9996_0001_089514,train
9996_0001_093369,train
9996_0001_105598,train
9996_0001_110889,train
9996_0001_113677,train
9996_0001_001014,val
9996_0001_013860,train
9996_0001_015154,train
9996_0001_016308,val
9996_0001_021099,train
9996_0001_027810,train
9996_0001_040219,train
9996_0001_040625,train
9996_0001_041224,train
9996_0001_049835,val
9996_0001_061468,train
9996_0001_070333,train
9996_0001_070617,train
9996_0001_082501,train
9996_0001_083344,train
9996_0001_086515,train
9996_0001_094462,train
9996_0001_112564,train
9996_0001_113852,train
9996_0001_001198,val
9996_0001_009116,val
9996_0001_014515,train
9996_0001_021844,train
9996_0001_027132,train
9996_0001_031748,train
9996_0001_036670,train
9996_0001_061628,train
9996_0001_061966,train
9996_0001_077168,train
9996_0001_077525,train
9996_0001_077948,train
9996_0001_079041,train
9996_0001_084873,train
9996_0001_087050,train
9996_0001_100121,train
9996_0001_103761,train
9996_0001_107725,train
9996_0001_010921,val
9996_0001_012887,train
9996_0001_022883,train
9996_0001_028783,train
9996_0001_047058,val
9996_0001_063927,train
9996_0001_069371,train
9996_0001_075109,train
9996_0001_081563,train
9996_0001_090736,train
9996_0001_090853,train
9996_0001_094396,train
9996_0001_116309,train
9996_0001_116880,train
9996_0001_003467,train
9996_0001_006046,val
9996_0001_010154,train
9996_0001_010622,train
9996_0001_014653,train
9996_0001_017272,train
9996_0001_028034,train
9996_0001_028755,train
9996_0001_049087,train
9996_0001_051096,train
9996_0001_055261,train
9996_0001_057257,train
9996_0001_060759,train
9996_0001_066836,train
9996_0001_067202,train
9996_0001_070167,train
9996_0001_071986,train
9996_0001_073423,train
9996_0001_077065,train
9996_0001_094556,train
9996_0001_097028,train
9996_0001_097383,train
9996_0001_098958,train
9996_0001_110227,train
9996_0001_110328,train
9996_0001_020857,train
9996_0001_036920,train
9996_0001_048315,val
9996_0001_051621,train
9996_0001_055285,train
9996_0001_057469,train
9996_0001_061499,train
9996_0001_062763,train
9996_0001_068582,train
9996_0001_070785,train
9996_0001_071303,train
9996_0001_078538,train
9996_0001_080856,train
9996_0001_092930,train
9996_0001_111780,train
9996_0001_112288,train
9996_0001_007883,train
9996_0001_018640,val
9996_0001_040512,train
9996_0001_041499,train
9996_0001_048709,val
9996_0001_051597,train
9996_0001_054990,train
9996_0001_069196,train
9996_0001_070229,train
9996_0001_086947,train
9996_0001_102105,train
9996_0001_107479,train
9996_0001_107780,train
9996_0001_111346,train
9996_0001_111967,train
9996_0001_000956,val
9996_0001_013750,train
9996_0001_016168,val
9996_0001_018444,val
9996_0001_021483,train
9996_0001_036111,train
9996_0001_040529,train
9996_0001_047921,val
9996_0001_048325,val
9996_0001_049068,val
9996_0001_053860,train
9996_0001_054222,train
9996_0001_061116,train
9996_0001_066602,train
9996_0001_068717,train
9996_0001_075463,train
9996_0001_080090,train
9996_0001_085118,train
9996_0001_085810,train
9996_0001_099883,train
9996_0001_108454,train
9996_0001_000968,val
9996_0001_006111,val
9996_0001_008453,train
9996_0001_009690,train
9996_0001_010815,val
9996_0001_012369,train
9996_0001_013544,train
9996_0001_015156,train
9996_0001_015583,train
9996_0001_020753,train
9996_0001_031657,train
9996_0001_045108,val
9996_0001_051726,train
9996_0001_057838,train
9996_0001_058069,train
9996_0001_058754,train
9996_0001_064788,train
9996_0001_070827,train
9996_0001_078228,train
9996_0001_081838,train
9996_0001_086109,train
9996_0001_092722,train
9996_0001_093594,train
9996_0001_099096,train
9996_0001_112536,train
9996_0001_113700,train
9996_0001_000945,val
9996_0001_001663,val
9996_0001_007702,train
9996_0001_015417,train
9996_0001_018020,val
9996_0001_018140,val
9996_0001_035755,train
9996_0001_048567,val
9996_0001_057414,train
9996_0001_058878,train
9996_0001_059528,train
9996_0001_059550,train
9996_0001_060071,train
9996_0001_066672,train
9996_0001_069949,train
9996_0001_075998,train
9996_0001_091214,train
9996_0001_093953,train
9996_0001_094433,train
9996_0001_099636,train
9996_0001_102797,train
9996_0001_117510,train
9996_0001_118316,train
9996_0001_000807,val
9996_0001_002754,val
9996_0001_005854,train
9996_0001_016144,val
9996_0001_018648,val
9996_0001_055398,train
9996_0001_062841,train
9996_0001_069297,train
9996_0001_070192,train
9996_0001_083323,train
9996_0001_083422,train
9996_0001_087622,train
9996_0001_093025,train
9996_0001_096814,train
9996_0001_098856,train
9996_0001_110312,train
9996_0001_113406,train
9996_0001_114213,train
9996_0001_117102,train
9996_0001_003329,train
9996_0001_008955,val
9996_0001_015701,train
9996_0001_017344,train
9996_0001_021068,train
9996_0001_023082,train
9996_0001_049302,train
9996_0001_051360,train
9996_0001_052431,train
9996_0001_055467,train
9996_0001_063295,train
9996_0001_064486,train
9996_0001_067054,train
9996_0001_068471,train
9996_0001_081363,train
9996_0001_083594,train
9996_0001_097962,train
9996_0001_112976,train
9996_0001_014502,train
9996_0001_014670,val
9996_0001_018489,train
9996_0001_028582,train
9996_0001_031442,train
9996_0001_036412,train
9996_0001_045241,val
9996_0001_058829,train
9996_0001_064548,train
9996_0001_070293,train
9996_0001_071270,train
9996_0001_075025,train
9996_0001_075698,train
9996_0001_079180,train
9996_0001_089099,train
9996_0001_089779,train
9996_0001_092153,train
9996_0001_103705,train
9996_0001_103919,train
9996_0001_113802,train
9996_0001_000021,val
9996_0001_005601,val
9996_0001_010412,val
9996_0001_018652,val
9996_0001_021504,train
9996_0001_023220,train
9996_0001_027782,train
9996_0001_036064,train
9996_0001_050699,train
9996_0001_054955,train
9996_0001_055662,train
9996_0001_057727,train
9996_0001_066869,train
9996_0001_074112,train
9996_0001_074695,train
9996_0001_079290,train
9996_0001_086893,train
9996_0001_095375,train
9996_0001_096993,train
9996_0001_102536,train
9996_0001_108695,train
9996_0001_112201,train
9996_0001_001733,val
9996_0001_002081,val
9996_0001_009366,val
9996_0001_018527,val
9996_0001_031930,train
9996_0001_040700,train
9996_0001_061395,train
9996_0001_068648,train
9996_0001_076346,train
9996_0001_077253,train
9996_0001_079878,train
9996_0001_080777,train
9996_0001_080880,train
9996_0001_083886,train
9996_0001_088904,train
9996_0001_088970,train
9996_0001_091968,train
9996_0001_102511,train
9996_0001_111276,train
9996_0001_054981,train
9996_0001_056558,train
9996_0001_056886,train
9996_0001_060304,train
9996_0001_063197,train
9996_0001_065210,train
9996_0001_073073,train
9996_0001_085255,train
9996_0001_086806,train
9996_0001_102616,train
9996_0001_106236,train
9996_0001_118609,train
9996_0001_118720,train
9996_0001_010014,train
9996_0001_014433,val
9996_0001_016105,val
9996_0001_020101,train
9996_0001_027670,train
9996_0001_036321,train
9996_0001_061112,train
9996_0001_076488,train
9996_0001_078544,train
9996_0001_082824,train
9996_0001_087086,train
9996_0001_090036,train
9996_0001_093155,train
9996_0001_101330,train
9996_0001_108307,train
9996_0001_109775,train
9996_0001_110200,train
9996_0001_110584,train
9996_0001_113650,train
9996_0001_116351,train
9996_0001_117164,train
9996_0001_005689,train
9996_0001_031907,train
9996_0001_045720,train
9996_0001_046021,train
9996_0001_049132,val
9996_0001_061294,train
9996_0001_062581,train
9996_0001_062810,train
9996_0001_066184,train
9996_0001_067682,train
9996_0001_069001,train
9996_0001_074499,train
9996_0001_076940,train
9996_0001_084739,train
9996_0001_094685,train
9996_0001_100696,train
9996_0001_106066,train
9996_0001_001782,train
9996_0001_009279,val
9996_0001_015739,train
9996_0001_021443,train
9996_0001_026907,train
9996_0001_028217,train
9996_0001_044873,val
9996_0001_057362,train
9996_0001_066071,train
9996_0001_067011,train
9996_0001_078875,train
9996_0001_086673,train
9996_0001_092766,train
9996_0001_093247,train
9996_0001_096599,train
9996_0001_099681,train
9996_0001_103626,train
9996_0001_107521,train
9996_0001_112252,train
9996_0001_112649,train
9996_0001_118202,train
9996_0001_000990,val
9996_0001_001069,train
9996_0001_020003,train
9996_0001_028274,train
9996_0001_046135,train
9996_0001_050362,val
9996_0001_054971,train
9996_0001_056041,train
9996_0001_057303,train
9996_0001_061378,train
9996_0001_067263,train
9996_0001_067451,train
9996_0001_073885,train
9996_0001_074222,train
9996_0001_077179,train
9996_0001_080032,train
9996_0001_091612,train
9996_0001_110800,train
9996_0001_001307,val
9996_0001_011937,train
9996_0001_032436,train
9996_0001_046061,train
9996_0001_051109,train
9996_0001_052662,train
9996_0001_058200,train
9996_0001_061973,train
9996_0001_071415,train
9996_0001_072589,train
9996_0001_081548,train
9996_0001_085354,train
9996_0001_095340,train
9996_0001_096112,train
9996_0001_096186,train
9996_0001_111941,train
9996_0001_112902,train
9996_0001_118322,train
9996_0001_000211,train
9996_0001_000317,val
9996_0001_005403,val
9996_0001_012445,train
9996_0001_016029,val
9996_0001_021795,train
9996_0001_028444,train
9996_0001_054216,train
9996_0001_066510,train
9996_0001_067325,train
9996_0001_080778,train
9996_0001_085959,train
9996_0001_087905,train
9996_0001_095258,train
9996_0001_101942,train
9996_0001_103939,train
9996_0001_110002,train
9996_0001_113874,train
9996_0001_117627,train
9996_0001_002296,train
9996_0001_004000,train
9996_0001_006600,train
9996_0001_009133,val
9996_0001_014813,val
9996_0001_018922,train
9996_0001_050750,val
9996_0001_053036,train
9996_0001_056398,train
9996_0001_059474,train
9996_0001_076856,train
9996_0001_077787,train
9996_0001_094988,train
9996_0001_099162,train
9996_0001_107040,train
9996_0001_116891,train
9996_0001_118234,train
9996_0001_020274,train
9996_0001_037658,train
9996_0001_040725,train
9996_0001_047215,val
9996_0001_053753,train
9996_0001_055783,train
9996_0001_070426,train
9996_0001_084004,train
9996_0001_087651,train
9996_0001_090542,train
9996_0001_095410,train
9996_0001_105328,train
9996_0001_110942,train
9996_0001_000489,train
9996_0001_006305,val
9996_0001_012686,train
9996_0001_014547,train
9996_0001_023983,train
9996_0001_032327,train
9996_0001_037497,train
9996_0001_056967,train
9996_0001_060483,train
9996_0001_062290,train
9996_0001_063847,train
9996_0001_064649,train
9996_0001_068816,train
9996_0001_084213,train
9996_0001_087087,train
9996_0001_087113,train
9996_0001_088650,train
9996_0001_091873,train
9996_0001_092383,train
9996_0001_093444,train
9996_0001_096393,train
9996_0001_099433,train
9996_0001_107386,train
9996_0001_015793,train
9996_0001_016573,train
9996_0001_018758,val
9996_0001_019164,train
9996_0001_051947,train
9996_0001_052121,train
9996_0001_052756,train
9996_0001_054110,train
9996_0001_054766,train
9996_0001_056928,train
9996_0001_058233,train
9996_0001_060010,train
9996_0001_060700,train
9996_0001_061265,train
9996_0001_062818,train
9996_0001_082924,train
9996_0001_089059,train
9996_0001_089830,train
9996_0001_093363,train
9996_0001_097270,train
9996_0001_100738,train
9996_0001_103032,train
9996_0001_105889,train
9996_0001_108424,train
9996_0001_005934,val
9996_0001_007409,val
9996_0001_007434,train
9996_0001_009514,train
9996_0001_015857,train
9996_0001_017434,train
9996_0001_020924,train
9996_0001_027934,train
9996_0001_037177,train
9996_0001_040670,train
9996_0001_051737,train
9996_0001_067928,train
9996_0001_073602,train
9996_0001_074383,train
9996_0001_092537,train
9996_0001_094932,train
9996_0001_095280,train
9996_0001_113550,train
9996_0001_114081,train
9996_0001_000683,val
9996_0001_002307,val
9996_0001_002620,val
9996_0001_002639,val
9996_0001_013932,train
9996_0001_036123,train
9996_0001_036562,train
9996_0001_060183,train
9996_0001_083454,train
9996_0001_089378,train
9996_0001_101867,train
9996_0001_103071,train
9996_0001_114171,train
9996_0001_116584,train
9996_0001_118892,train
9996_0001_000817,val
9996_0001_000969,train
9996_0001_010438,val
9996_0001_010476,val
9996_0001_011111,val
9996_0001_016010,val
9996_0001_021395,train
9996_0001_035980,train
9996_0001_046765,val
9996_0001_049387,val
9996_0001_050462,train
9996_0001_053007,train
9996_0001_055090,train
9996_0001_056464,train
9996_0001_077147,train
9996_0001_079067,train
9996_0001_082464,train
9996_0001_083211,train
9996_0001_094553,train
9996_0001_095970,train
9996_0001_105214,train
9996_0001_106303,train
9996_0001_010086,train
9996_0001_012265,train
9996_0001_020662,train
9996_0001_054798,train
9996_0001_060413,train
9996_0001_068809,train
9996_0001_072644,train
9996_0001_076288,train
9996_0001_077716,train
9996_0001_078070,train
9996_0001_078201,train
9996_0001_081236,train
9996_0001_081481,train
9996_0001_092413,train
9996_0001_095179,train
9996_0001_101026,train
9996_0001_102446,train
9996_0001_106911,train
9996_0001_107310,train
9996_0001_117018,train
9996_0001_118251,train
9996_0001_003619,train
9996_0001_006342,val
9996_0001_008002,train
9996_0001_009060,val
9996_0001_011655,train
9996_0001_012785,train
9996_0001_019026,train
9996_0001_046395,train
9996_0001_054748,train
9996_0001_060887,train
9996_0001_064138,train
9996_0001_071608,train
9996_0001_072666,train
9996_0001_077791,train
9996_0001_081661,train
9996_0001_081672,train
9996_0001_086020,train
9996_0001_087347,train
9996_0001_093227,train
9996_0001_098288,train
9996_0001_104858,train
9996_0001_109192,train
9996_0001_116289,train
9996_0001_007480,val
9996_0001_024026,train
9996_0001_032440,train
9996_0001_035869,train
9996_0001_037158,train
9996_0001_040924,train
9996_0001_047039,val
9996_0001_060379,train
9996_0001_062721,train
9996_0001_067787,train
9996_0001_068221,train
9996_0001_069645,train
9996_0001_070642,train
9996_0001_071327,train
9996_0001_075210,train
9996_0001_079597,train
9996_0001_084071,train
9996_0001_088072,train
9996_0001_091095,train
9996_0001_103001,train
9996_0001_104711,train
9996_0001_110151,train
9996_0001_118648,train
9996_0001_008194,train
9996_0001_014224,val
9996_0001_015695,train
9996_0001_015981,train
9996_0001_017009,train
9996_0001_018256,train
9996_0001_021766,train
9996_0001_045187,train
9996_0001_048859,val
9996_0001_053714,train
9996_0001_056842,train
9996_0001_064175,train
9996_0001_064862,train
9996_0001_074205,train
9996_0001_075606,train
9996_0001_076520,train
9996_0001_081097,train
9996_0001_087450,train
9996_0001_095031,train
9996_0001_103248,train
9996_0001_108973,train
9996_0001_116383,train
9996_0001_117590,train
9996_0001_002936,train
9996_0001_006319,train
9996_0001_010923,train
9996_0001_011610,train
9996_0001_048983,val
9996_0001_054983,train
9996_0001_056432,train
9996_0001_061723,train
9996_0001_064575,train
9996_0001_065169,train
9996_0001_069816,train
9996_0001_075258,train
9996_0001_075264,train
9996_0001_077760,train
9996_0001_081339,train
9996_0001_086446,train
9996_0001_089046,train
9996_0001_089300,train
9996_0001_093902,train
9996_0001_111132,train
9996_0001_114338,train
9996_0001_118192,train
9996_0001_012443,train
9996_0001_020260,train
9996_0001_020516,train
9996_0001_021319,train
9996_0001_022663,train
9996_0001_042138,train
9996_0001_047315,val
9996_0001_057785,train
9996_0001_077077,train
9996_0001_094480,train
9996_0001_099200,train
9996_0001_114513,train
9996_0001_003702,train
9996_0001_036908,train
9996_0001_051994,train
9996_0001_057841,train
9996_0001_071713,train
9996_0001_080637,train
9996_0001_081493,train
9996_0001_085406,train
9996_0001_088361,train
9996_0001_089689,train
9996_0001_091647,train
9996_0001_095483,train
9996_0001_104462,train
9996_0001_116843,train
9996_0001_116969,train
9996_0001_117616,train
9996_0001_000462,train
9996_0001_004590,train
9996_0001_010760,train
9996_0001_031919,train
9996_0001_037311,train
9996_0001_040585,train
9996_0001_051926,train
9996_0001_055541,train
9996_0001_060407,train
9996_0001_064758,train
9996_0001_066202,train
9996_0001_067013,train
9996_0001_069600,train
9996_0001_087684,train
9996_0001_088817,train
9996_0001_105593,train
9996_0001_000115,val
9996_0001_002153,val
9996_0001_003509,train
9996_0001_006867,val
9996_0001_006988,train
9996_0001_010860,val
9996_0001_015013,val
9996_0001_020807,train
9996_0001_020831,train
9996_0001_023814,train
9996_0001_050265,val
9996_0001_054250,train
9996_0001_056300,train
9996_0001_056520,train
9996_0001_057080,train
9996_0001_058217,train
9996_0001_067283,train
9996_0001_070158,train
9996_0001_076201,train
9996_0001_078355,train
9996_0001_078533,train
9996_0001_079489,train
9996_0001_081341,train
9996_0001_082379,train
9996_0001_084253,train
9996_0001_085566,train
9996_0001_085807,train
9996_0001_087279,train
9996_0001_105305,train
9996_0001_108258,train
9996_0001_112149,train
9996_0001_004536,val
9996_0001_007809,train
9996_0001_009756,train
9996_0001_011501,train
9996_0001_011544,train
9996_0001_011898,train
9996_0001_013688,train
9996_0001_014927,val
9996_0001_018195,val
9996_0001_040952,train
9996_0001_049196,val
9996_0001_078786,train
9996_0001_081264,train
9996_0001_087666,train
9996_0001_103023,train
9996_0001_104761,train
9996_0001_108474,train
9996_0001_112168,train
9996_0001_117983,train
9996_0001_118676,train
9996_0001_016530,train
9996_0001_021754,train
9996_0001_024275,train
9996_0001_052663,train
9996_0001_058941,train
9996_0001_062732,train
9996_0001_067180,train
9996_0001_072492,train
9996_0001_073462,train
9996_0001_074917,train
9996_0001_088686,train
9996_0001_093694,train
9996_0001_096093,train
9996_0001_102082,train
9996_0001_104445,train
9996_0001_106503,train
9996_0001_108314,train
9996_0001_110496,train
9996_0001_116673,train
9996_0001_000282,train
9996_0001_010440,train
9996_0001_045535,train
9996_0001_050017,val
9996_0001_050550,train
9996_0001_051819,train
9996_0001_054852,train
9996_0001_060267,train
9996_0001_069753,train
9996_0001_072715,train
9996_0001_084433,train
9996_0001_089409,train
9996_0001_094187,train
9996_0001_095197,train
9996_0001_097128,train
9996_0001_099046,train
9996_0001_107429,train
9996_0001_111109,train
9996_0001_112141,train
9996_0001_005746,train
9996_0001_014229,val
9996_0001_015416,train
9996_0001_027239,train
9996_0001_045867,train
9996_0001_049044,val
9996_0001_051016,val
9996_0001_052354,train
9996_0001_060132,train
9996_0001_060982,train
9996_0001_067358,train
9996_0001_082274,train
9996_0001_084362,train
9996_0001_085835,train
9996_0001_096188,train
9996_0001_096269,train
9996_0001_103580,train
9996_0001_104229,train
9996_0001_111319,train
9996_0001_114324,train
9996_0001_007633,train
9996_0001_011870,train
9996_0001_014519,train
9996_0001_018711,val
9996_0001_020902,train
9996_0001_045529,train
9996_0001_058179,train
9996_0001_059018,train
9996_0001_067780,train
9996_0001_080551,train
9996_0001_093358,train
9996_0001_103494,train
9996_0001_106018,train
9996_0001_106488,train
9996_0001_117854,train
9996_0001_003239,train
9996_0001_006250,val
9996_0001_021148,train
9996_0001_022847,train
9996_0001_032280,train
9996_0001_053099,train
9996_0001_054472,train
9996_0001_057800,train
9996_0001_075294,train
9996_0001_077645,train
9996_0001_078157,train
9996_0001_087402,train
9996_0001_089861,train
9996_0001_108226,train
9996_0001_007828,train
9996_0001_014375,train
9996_0001_017060,train
9996_0001_021906,train
9996_0001_045232,train
9996_0001_048276,val
